code,title,description
51.2310,Vocational Rehabilitation Counseling.,"A course that prepares individuals to counsel and assist disabled individuals and recovering patients in order to achieve their greatest physical, mental, social, educational, and vocational potential. Includes instruction in patient evaluation and testing, rehabilitation program planning, patient support services and referral, job analysis, adjustment psychology, rehabilitation services provision, patient counseling and education, applicable law and regulations, and professional standards and ethics. Examples include rehabilitation counseling; rehabilitation services."
51.2311,Kinesiotherapy.,"A course that prepares individuals, under the direction of physicians, to treat the effects of disease, injury, and congenital disorders through therapeutic exercise and education. Includes instruction in human anatomy, human physiology, kinesiology, biomechanics, therapeutic exercise and adapted physical education, human growth and development, motor learning and performance, testing and measurement, first aid and cardiopulmonary resucitation, psychology, rehabilitation procedures, patient assessment and management, and professional standards and ethics."
51.2312,Assistive/Augmentative Technology and Rehabilitation Engineering.,"A course that prepares individuals to apply the principles of psychology, engineering, and occupational therapy to the design and implementation of technological interventions and systems to promote patient rehabilitation and function. Includes instruction in ergonomics, seating and mobility design, universal and near environment systems design, rehabilitation research, rehabilitation biomechanics, access and communications design, microprocessor-based technologies, neurological trauma, standards and testing, and service delivery management."
51.2313,Animal-Assisted Therapy.,"A course that prepares health and human service professionals to integrate the use of animals into their treatment practices in order to facilitate change in people with mental and physical disabilities. Includes instruction in psychology, psychology of disabilities, animal behavior, animal training, the human-animal bond, integration of animals into therapeutic settings, and ethical and cultural issues. Examples include equine-assisted therapy."
51.2314,Rehabilitation Science.,"A course that focuses on human function, disability, and rehabilitation from the perspectives of the health sciences, social sciences, psychology, engineering, and related fields. Includes instruction in psychological, social, and cultural aspects of disability and rehabilitation; sensory and motor function and dysfunction; biomechanics and kinesiology; assistive technology; rehabilitation instrumentation and methodology; statistics; and health and rehabilitation policy."
51.2399,"Rehabilitation and Therapeutic Professions, Other.",Any course in rehabilitation and therapeutic professions not listed above.
51.2401,Veterinary Medicine,"A course that prepares individuals for the independent professional practice of veterinary medicine, involving the diagnosis, treatment, and health care management of animals and animal populations and the prevention and management of zoonosis. Includes instruction in the veterinary basic sciences, infectious and noninfectious disease, diagnostic procedures, veterinary clinical medicine, obstetrics, radiology, anesthesiology, surgery, toxicology, animal health and preventive medicine, clinical nutrition, practice management, and professional standards and ethics."
51.2501,"Veterinary Sciences/Veterinary Clinical Sciences, General.",An integrated course of study in one or more of the veterinary medical or clinical sciences or a program undifferentiated as to title.
51.2502,Veterinary Anatomy.,"A course that focuses on the scientific study of the structure of small and large animal cellular, organ, tissue, and body systems and their relation to physiologic function, disease, and therapeutic treatment. Includes instruction in histology, ultrastructure, molecular biology, biochemistry, developmental biology, neuroscience, electrophysiology, electron microscopy, computer imaging, and applications to specific species."
51.2503,Veterinary Physiology.,"A course that focuses on the scientific study of the functional dynamics of animal biological systems and their relationship to the diagnosis and treatment of disease and injury. Includes instruction in mammalian and non-mammalian physiology, laboratory physiology, physiological responses to the environment, endocrinology, animal biotechnology, mechanisms of hormone action, organ systems, metabolism, and pathophysiology."
51.2504,Veterinary Microbiology and Immunobiology.,"A course that focuses on the scientific study of the microbial causation and immunologic processes related to animal disease, prevention, and treatment. Includes instruction in bacteriology, mycology, virology, immune response mechanisms, humoral and cell function, cancer defenses, immune system dysfunction, immunologic diseases, parasitology, pathogenesis, and disease vectors."
51.2505,Veterinary Pathology and Pathobiology.,"A course that focuses on the scientific study of the development and process of disease in domestic and wild animals and applications to diagnosis, prevention, and treatment. Includes instruction in pathogenesis, immunoparasitology, viral therapy, inherited metabolic diseases, environmental toxicology, anatomical and clinical pathology, necropsy and biopsy techniques, clinical laboratory analysis, pathological interpretation, and disease diagnosis."
51.2506,Veterinary Toxicology and Pharmacology.,"A course that focuses on the scientific study of specific environmental and food hazards affecting domestic and wild animals and the development and action of chemical antidotes and treatments. Includes instruction in small and large animal toxicology and pharmacology, neurotoxicology, pharmacodynamics, pharmacokinetics, neuropharmacology, xenobiotics, drug resistance, pesticides, toxicological pathology, genetic and molecular toxicology, environmental toxicology, drug and toxicant analysis and evaluation, and environmental radiology."
51.2507,Large Animal/Food Animal and Equine Surgery and Medicine.,"A course that focuses on the scientific study of the internal medicine and invasive and noninvasive treatment of herd, work, sport, and food animals. Includes instruction in equine medicine, swine and dairy medicine, food animal medicine, pathophysiology, large animal diseases, large animal anesthesiology and surgical procedures, preoperative and postoperative care, and specific medical specialties such as dentistry, ophthalmology, oncology, obstetrics/theriogenology, and orthopedics."
51.2508,Small/Companion Animal Surgery and Medicine.,"A course that focuses on the scientific study of the internal medicine and invasive and noninvasive treatment of companion and household animals. Includes instruction in avian medicine, pet care, companion animal medicine, pathophysiology, small animal diseases, small animal anesthesiology and surgical procedures, preoperative and postoperative care, and specific medical specialties such as dentistry, ophthalmology, oncology, obstetrics/theriogenology, and othopedics."
51.2509,Comparative and Laboratory Animal Medicine.,"A course that focuses on the scientific study of animal models of human disease and related experimental procedures, and prepares veterinarians and animal health specialists to manage the laboratory use and care of experimental animals. Includes instruction in laboratory animal husbandry, laboratory animal disease, biohazard control, gnotobiology, breeding, comparative anatomy and physiology, comparative gene mapping, protein function, physical and mathematical modeling, computer modeling, stem cell technology, colony and genetic stock management, cryopreservation, applicable regulations, and bioethics."
51.2510,"Veterinary Preventive Medicine Epidemiology, and Public Health.","A course that focuses on the study of the prevention and control of communicable animal diseases, diseases affecting humans, and prepares veterinarians to function as public health specialists. Includes instruction in animal epidemiology, biostatistics, food safety and quality assurance, food toxicology, zoonotic and infectious diseases, disease vectors and transference, production medicine, animal health, veterinary public health practice, and inspection and evaluation methods."
51.2511,Veterinary Infectious Diseases.,"A course that focuses on the scientific study of zoonotic infectious diseases, disease mechanisms, and prevention and treatment strategies. Includes instruction in disease pathogenesis, vector biology, mycobacterial infection, blood parasites, retroviruses, food-borne diseases, new infectious agents, ecotoxicology, mechanisms of disease transfer, antibody resistance, comparative pathology, communicable diseases, and disease prevention and eradication."
51.2599,"Veterinary Biomedical and Clinical Sciences, Other.",Any course in veterinary biomedical and clinical sciences not listed above.
51.2601,Health Aide.,"A course that prepares individuals to provide routine care and assistance to patients under the direct supervision of other health care professionals, and/or to perform routine maintenance and general assistance in health care facilities and laboratories."
51.2602,Home Health Aide/Home Attendant.,"A course that prepares individuals to provide routine care and support services for homebound disabled, recovering, or elderly people. Includes instruction in basic nutrition, home sanitation, infection control, first aid, taking vital signs, personal hygiene, interpersonal communication skills, supervised home management, emergency recognition and referral, geriatric care, and legal and ethical responsibilities. Also assistance to individuals with disabilities."
51.2603,Medication Aide.,"A course that prepares individuals to administer prescribed medications; observe and report patient reactions and side effects; and perform related emergency and recording duties under the supervision of nurses and/or physicians. Includes instruction in basic anatomy and physiology, common medications and their effects, taking vital signs, oxygen administration, medication administration and application, record-keeping, and patient observation."
51.2604,Rehabilitation Aide.,"A course that prepares individuals to assist in rehabilitation services under the supervision of physical therapists, occupational therapists, speech-language pathologists, and other therapeutic professionals, and to perform routine functions in support of rehabilitation. Includes instruction in roles and responsibilities of rehabilitation providers, basic function of the human body, disabling conditions, therapeutic skills, client management, and communication skills."
51.2699,"Health Aides/Attendants/Orderlies, Other.",Any other course that prepares individuals to provide routine patient care and assistance.
51.2703,Medical Illustration/Medical Illustrator.,"A course that prepares individuals to apply the principles and techniques of art and computer-assisted imaging, graphics, and animation to create visual materials to facilitate the recording and dissemination of biomedical knowledge for educational, research, and clinical purposes. Includes instruction in anatomy, physiology, pathology, histology, embryology, neuroanatomy, medical terminology, artistic media and techniques, illustration techniques, three-dimensional modeling, prosthetics, data display design, exhibit design and production, medical photography, multimedia, computer graphics and animation, digital imaging, business management, production technology, and instructional design."
51.2706,Medical Informatics.,"A course that focuses on the application of computer science and software engineering to medical research and clinical information technology support, and the development of advanced imaging, database, and decision systems. Includes instruction in computer science, health information systems architecture, medical knowledge structures, medical language and image processing, quantitative medical decision modeling, imaging techniques, electronic medical records, medical research systems, clinical decision support, and informatics aspects of specific research and practice problems. Examples include biomedical informatics; health informatics."
51.2799,"Medical Illustration and Informatics, Other.",Any course in medical illustration and informatics not listed above.
51.3101,Dietetics/Dietitian.,"A course that prepares individuals to integrate and apply the principles of the food and nutrition sciences, human behavior, and the biomedical sciences to design and manage effective nutrition programs in a variety of settings. Includes instruction in human nutrition; nutrient metabolism; the role of foods and nutrition in health promotion and disease prevention; planning and directing food service activities; diet and nutrition analysis and planning; supervision of food storage and preparation; client education; and professional standards and regulations."
51.3102,Clinical Nutrition.,"A course that prepares individuals to apply the principles of dietetics and the biomedical and nutrition sciences to design and manage effective nutrition programs as part of clinical treatment and therapy programs, and to manage health care facility food services. Includes instruction in human nutrition, nutrient metabolism, the role of foods and nutrition in health promotion and disease prevention, nutrition as a treatment regime, planning and directing hospital food service programs, diet and nutrition analysis and planning, supervision of food storage and preparation, special diets, client education, and professional standards and regulations. Also medical nutrition."
51.3103,Dietetic Technician.,"A course that prepares individuals, under the supervision of registered dietitians and nutritionists, to implement nutritional and dietetic plans and provide direct client and patient services. Includes instruction in human nutrition, client interviewing and record keeping, dietary planning, food preparation and safety, food worker supervision, food service establishment monitoring and inspection, and applicable procedures and regulations."
51.3104,Dietitian Assistant.,"A course that prepares individuals to assist registered dietitians in planning, preparing and serving meals to individuals with specific dietary needs. Includes instruction in equipment use, food preparation, diet regulations, food handling, safety and sanitary standards and administrative techniques and procedures."
51.3199,"Dietetics and Clinical Nutrition Services, Other.",Any course in dietetics and clinical nutrition services not listed above.
51.3201,Bioethics/Medical Ethics.,"A course that focuses on the application of ethics, religion, jurisprudence, and the social sciences to the analysis of health care issues, clinical decision-making, and research procedures. Includes instruction in philosophical ethics, moral value, medical sociology, theology, spirituality and health, policy analysis, decision theory, and applications to problems such as death and dying, therapeutic relationships, organ transplantation, human and animal subjects, reproduction and fertility, health care justice, cultural sensitivity, needs assessment, professionalism, conflict of interest, chaplaincy, and clinical or emergency procedures."
51.3300,"Alternative and Complementary Medicine and Medical Systems, General.","A general course that focuses on the theories, science, and practice of alternative and complementary medicine and medical systems. Includes instruction in understanding acupuncture, herbal medicine, naturopathy, homeopathy, and other alternative and complementary medicine modalities; mind-body therapies; nutrition; comparison of conventional and alternative medicine; and medical ethics; and may include training in specific alternative and complementary medicine modalities."
51.3301,Acupuncture and Oriental Medicine.,"A course that prepares individuals for the independent professional practice of acupuncture, a Chinese system of health care and healing based on the use of pulse diagnosis, acupuncture point selection, and needle insertion, as well as herbs and other Asian treatment modalities. Includes instruction in basic Western medical sciences, Asian philosophy, Chinese medical anatomy and physiology, Chinese herbs, diagnostic techniques, patient observation and communication, acupuncture points and point selection, acupuncture treatment of disease, pain management, practice management, and professional standards and ethics. Examples include acupuncture; acupuncture and oriental medicine; oriental medicine."
51.3302,Traditional Chinese Medicine and Chinese Herbology.,"A course that prepares individuals for the independent professional practice of Chinese herbal medicine, a system based on the use of nutrition, natural products, and prescribed medical formulae to treat imbalances in the state of bodily health as defined in the Nei Ching Su Wen and other authorities. Includes instruction in the basic Western medical sciences, history and theory of Chinese medicine, Chinese medical anatomy and physiology, Chinese herbology, herbal prescription preparation, herbal patent medicine, herbal pharmacology, Chinese internal medicine and gynecology, febrile diseases, food therapy, practice management, and professional standards and ethics."
51.3303,Naturopathic Medicine/Naturopathy.,"A course that prepares individuals for the independent professional practice of naturopathic medicine, an holistic therapeutic approach combining medical knowledge with noninvasive natural, homeopathic, and non-Western therapies and emphasizing disease prevention, wellness, and self-healing. Includes instruction in the basic medical sciences, epidemiology, neuroscience, biostatistics, public and community health, laboratory and clinical diagnosis, pharmacognosy, botanical medicine, homeopathy, principles of Oriental medicine and Ayurveda, manipulative therapy, naturopathic therapeutics, therapeutic nutrition, case analysis and management, philosophy of naturopathy, patient counseling, practice management, and professional standards and ethics."
51.3304,Homeopathic Medicine/Homeopathy.,"A course that prepares individuals for the independent professional practice of homeopathic medicine, an holistic therapeutic system using naturally occurring substances in highly diluted forms to mimic symptoms of illness and trigger autoimmune responses, based on the law of similars and other principles derived from the work of Samuel Hahnemann and others. Includes instruction in anatomy, physiology, pathology, toxicology, philosophy and theory of homeopathy, casetaking and case analysis, repertory, materia medica, constitutional typing, proving, practice management, and professional standards and ethics."
51.3305,Ayurvedic Medicine/Ayurveda.,"A course that prepares individuals for the independent professional practice of Ayurveda, a holistic health care system based on the use of dietary, lifestyle, spiritual, pharmacological and physical therapies to remove imbalances and restore health as defined in Vedic and other classical Sanskrit authorities in the Indian tradition. Includes instruction in Sanskrit; history, philosophy, and principles of Ayurveda; Ayurvedic pharmacology; anatomy and physiology; internal medicine; herbology; diagnostic techniques; patient examination and communication; therapeutic modalities; detoxification theory and practice; mind and body behavior modification; Yoga; clinical pediatrics and gynecology; diet therapies; treatment of specific diseases; and professional standards and ethics."
51.3306,Holistic Health.,"A course that focuses on the interconnectedness of physical, psychological, social, spiritual, and environmental well-being, and that integrates aspects of Eastern and Western medicine to promote, maintain, and optimize wellness. Includes instruction in anatomy and physiology; alternative diagnostic and healing methods; traditional Chinese and Ayurvedic medicine; homeopathic and naturopathic medicine; Western herbal medicine; biofeedback; stress management; nutrition; toxicity and detoxification; environmental medicine; and mind-body medicine."
51.3399,"Alternative and Complementary Medicine and Medical Systems, Other.",Any course in alternative and complementary medicine and medical systems not listed above.
51.3400,"Alternative and Complementary Medical Support Services, General.",Any course dealing with general topics of alternative and complementary medical support services.
51.3401,Direct Entry Midwifery.,"A course that prepares individuals to provide pre-natal, natural birth, and immediate postpartum care to pregnant women in jurisdictions licensing direct (non-nursing) training for midwives. Includes instruction in basic obstetrics, womenÕs health, fetal development, childbirth education, maternal nutrition and health, labor support, natural childbirth, postpartum support, prebirth counseling and risk screening, management of obstetric emergencies, patient referral, applicable regulations, and professional standards and ethics."
51.3499,"Alternative and Complementary Medical Support Services, Other.",Any course in alternative and complementary medical support services not listed above.
51.3501,Massage Therapy/Therapeutic Massage.,"A course that prepares individuals to provide relief and improved health and well-being to clients through the application of manual techniques for manipulating skin, muscles, and connective tissues. Includes instruction in Western (Swedish) massage; sports massage; myotherapy/trigger point massage; myofascial release; deep tissue massage; cranio-sacral therapy; reflexology; massage safety and emergency management; client counseling; practice management; applicable regulations; and professional standards and ethics."
51.3502,Asian Bodywork Therapy.,"A course that prepares individuals to provide relief and improved health and well-being based on Chinese medical principles through one or more of the traditional bodywork therapies of Asia. Includes instruction in acupressure, AMMA(r) Therapy, Chi Nei Tsang, Five Element Shiatsu, Integrative Eclectic Shiatsu, Japanese Shiatsu, Jin Shin Do(r) Bodymind Acupressure(tm), Macrobiotic Shiatsu, Anma Therapy, Thai massage, Tui na, Zen Shiatsu, Qigong, Okazaki(r) Restorative Massage, principles of Western and Chinese medicine, patient counseling and observation, practice management, applicable regulations, and professional standards and ethics."
51.3503,Somatic Bodywork.,"A course that prepares individuals topromote physical and emotional balance and well-being through the application of skilled touch principles and techniques. Includes instruction in therapeutic massage and other hands-on touch methods; anatomy and physiology; structural/functional integration and various holistic health systems (Rolfing/Structural Integration, colon hydrotherapy, Breema, Hellerwork, lymphatic drainage, Rosen Method, hydrotherapy, and others); client counseling, practice management, and applicable regulations and professional standards."
51.3599,"Somatic Bodywork and Related Therapeutic Services, Other.",Any course in somatic bodywork and related therapeutic services not listed above.
51.3600,"Movement and Mind-Body Therapies and Education, General.",Any course dealing with general topics of movement and mind-body therapies and education.
51.3601,Movement Therapy and Movement Education.,"A course that prepares individuals to use functional and expressive integration strategies to help promote somatic awareness and optimal psychophysical functioning. Includes instruction in skilled touch techniques, kinesthetic awareness processes, movement observation, patterning, client assessment and guidance, verbal and nonverbal communication, practice management, professional standards and ethics, and specific therapeutic and educational modalities (Alexander Technique, Aston Patterning, Body-Mind Centering, Feldenkrais Method(r), Laban Movement Analysis, Trager Approach, and others)."
51.3602,Yoga Teacher Training/Yoga Therapy (New).,"A course that prepares individuals to function as professional instructors in the spiritual and physical therapy of Yoga in private, institutional, and clinical settings. Includes instruction in the principles of Ayurveda, philosophy of Yoga, warm-up and progressive exercises, breathing exercises, meditation, Yamas and Niyamas, instructional techniques, posture adjustment, student/client counseling and assessment, advanced Yoga disciplines and styles, business practices, and professional standards and ethics."
51.3603,Hypnotherapy/Hypnotherapist.,"A course that prepares individuals to employ the controlled inducement of altered states of consciousness, or trance, to reduce pain, resolve emotional conflicts, and enhance communications as part of diagnostic and treatment programs. Includes instruction in the principles of hypnosis and suggestion, induction and deepening, post-hypnotic suggestion, awakening techniques, regression, pacing and leading, resistance transformation, client testing and management, practice management and regulation, and professional standards and ethics."
51.3699,"Movement and Mind-Body Therapies and Education, Other.",Any course in movement and mind-body therapies not listed above.
51.3700,"Energy and Biologically Based Therapies, General.",Any course dealing with general topics of energy and biologically based therapies.
51.3701,Aromatherapy.,"A course that prepares individuals to provide therapeutic care through the preparation and application of extracted essential oils from plants, including flowers (botanicals), roots, berries, and bark. Includes instruction in aromatherapy history and theory, basic physiology of absorption, aromachemistry, organic chemistry, botanical taxonomy, carrier oils, essential oils, extraction methods, blending techniques, application methods, safety, client consultation and treatment planning, business management, professional standards and ethics, and applicable regulations."
51.3702,Herbalism/Herbalist.,"A course that prepares individuals to utilize the materia medica and clinical practices of Western, Native American, African, Australasian, and other herbal medicine traditions to prevent and cure illness and temporary physical disorders. Includes instruction in basic anatomy, physiology, pathology, and toxicology; nutrition; terminology and materia medica; therapeutic herbalism; herbal pharmacy; botanicals and ethnobotany; wildcrafting and harvesting; labeling and dispensing phytotherapy; counterindications; practice management; consultation skills; and professional standards and ethics."
51.3703,Polarity Therapy.,"A course that prepares individuals to promote health and well-being through application of the integrative therapeutic system based on the Human Energy Field theory developed by Randolph Stone. Includes instruction in polarity theory and principles, energy-based and orthodox anatomy and physiology, polarity processing, polarity bodywork, polarity yoga, energetic nutrition, energetic evaluation and assessment, client communication, practice management, and professional standards and ethics."
51.3704,Reiki.,"A course that prepares individuals to promote physical, emotional, and spiritual balance and healing through the manipulation of the bodyÕs energy field to increase healing energy. Includes instruction in the history and philosophy of Usui Reiki, attunement, empowerment, self-treatment, direct and distance healing techniques, healing symbols, aura clearing, Reiki meditation, practice management, and related Reiki systems such as Lightarian, Urevia, and Magnified Healing."
51.3799,"Energy and Biologically Based Therapies, Other.","Any course in alternative, complementary, and somatic health and therapeutic services not listed above (bioenergetics, cranio-sacral therapy, Therapeutic Touch, Qi Gong, and others)."
51.3801,Nursing,"A course that generally prepares individuals in the knowledge, techniques and procedures for promoting health, providing care for sick, disabled, informed, or other individuals or groups. Includes instruction in the administration of medication and treatments, assisting a physician during treatments and examinations, Referring patients to physicians and other health care specialists, and planning education for health maintenance. Also nursing principles, nursing fundamentals, nursing theory, nursing process, nursing clinic, professional orientation and/or nursing tools."
51.3802,Nursing Administration.,"A course that prepares registered nurses to manage Nursing personnel and services in hospitals and other health care delivery agencies. Includes instruction in principles of health care administration, resource and financial management, health care law and policy, medical personnel management, and managed care operations. Also professional roles and/or professional development."
51.3803,Adult Health Nurse/Nursing.,"A course that prepares registered nurses to provide general care for adult patients. Includes instruction in adult primary care, adult pathophysiology, clinical management of medication and treatments, patient assessment and education, patient referral, and planning adult health maintenance programs. Also acute care nursing."
51.3804,Nurse Anesthetist.,"A course that prepares registered nurses to administer anesthetics and provide care for patients before, during and after anesthesia. Includes instruction in the biochemistry and physics of anesthesia; advanced anatomy and physiology; clinical pharmacology of anesthetics and adjunctive drugs; pain management; acute care and operating room practice; clinical technology and procedures; emergency intervention; patient assessment and education; and legal issues."
51.3805,Family Practice Nurse.,"A course that prepares registered nurses to provide independent general care for family groups and individuals in the context of family living. Includes instruction in family theory and intervention, role synthesis, family primary care, nursing practice and health care policy, holistic practice, pediatric practice, gerontological practice, health assessment, clinical pharmacotherapeutics, clinical techniques, and pathopsychology. Also family health."
51.3806,Maternal/Child Health and Neonatal Nurse/Nursing.,"A course that prepares registered nurses to provide prenatal care to pregnant women and to mothers and their newborn infants. Includes instruction in perinatal and newborn health assessment, stabilization, and care; pathophysiology of pregnancy, fetuses, and the newborn; clinical management of high-risk pregnancies and newborns; perinatal and neonatal technology and clinical procedures; and patient education."
51.3807,Nurse Midwife/Nursing Midwifery.,"A course that prepares registered nurses to independently deliver babies and treat mothers in the prenatal, delivery, and post-delivery periods. Includes instruction in pre-delivery screening, physician referral, and the care of infants during the delivery and immediate post-delivery phases. Also obstetric nursing."
51.3808,Nursing Science.,"A course that focuses on the study of advanced clinical practices, research methodologies, the administration of complex nursing services, and that prepares nurses to further the progress of nursing research through experimentation and clinical applications."
51.3809,Pediatric Nurse/Nursing.,"A course that prepares registered nurses to provide care for children from infancy through adolescence. Includes instruction in the administration of medication and treatments, assisting physicians, patient examination and referral, and planning and delivering health maintenance and health education programs."
51.3810,Psychiatric/Mental Health Nurse/Nursing.,"A course that prepares registered nurses to promote mental health and provide nursing care to patients with mental, emotional or behavioral disorders, in mental institutions or other settings. Includes instruction in psychopathology, behavioral health, counseling and intervention strategies, psychoeducation, mental health assessment and dual diagnosis, stabilization and management of psychotic illness, psychiatric care and rehabilitation, substance abuse, and crisis intervention. Also nursing people and nursing families in crisis."
51.3811,Public Health/Community Nurse/Nursing.,"A course that prepares registered nurses to promote health and provide preventive and curative nursing services for groups or communities under the supervision of a public health agency. Includes instruction in community and rural health, family therapy and intervention, disease prevention, health education, and community health assessment."
51.3812,Perioperative/Operating Room and Surgical Nurse/Nursing.,"A course that prepares registered nurses to provide care to patients before and during surgery, and provide tableside assistance to surgeons. Includes instruction in operating room safety and preparation, aseptic technique, anesthesia, patient preparation, surgical instruments and procedures, sterilization and disinfecting, surgical drugs and solutions, hemostasis, emergency procedures, and patient/family education."
51.3813,Clinical Nurse Specialist.,"A course that prepares registered nurses to deliver direct patient and client care in clinical settings. Includes instruction in clinical pharmacotherapeutics, advanced clinical practice, holistic nursing, nursing practice and health care policy, administration and consultation services, health assessment, patient stabilization and care, and patient education."
51.3814,Critical Care Nursing.,"A course that prepares registered nurses to provide specialized care to patients with life-threatening problems, including those in intensive care facilities and on life support. Includes instruction in adult, neonatal, and pediatric critical care; technical skills; patient monitoring and assessment; normal and abnormal readings; and troubleshooting. Examples include acute care nursing."
51.3815,Occupational and Environmental Health Nursing.,A course that prepares registered nurses to deliver nursing health care services to workers and worker populations in clinical settings and at job sites. Includes instruction in public and community health; occupational safety and health; occupational health surveillance; case management; fitness for duty testing; medication; allergies and immunization; emergency and ambulatory care; and applicable laws and regulations.
51.3816,Emergency Room/Trauma Nursing.,"A course that prepares registered nurses to deliver advanced, direct patient care in emergency and trauma settings. Includes instruction in advanced health assessment, pharmacology, physiology, emergency management, trauma conditions, trauma assessments and acute care. Examples include emergency nursing; emergency nurse practitioner; trauma nursing; trauma; critical care and emergency nursing."
51.3817,Nursing Education.,"A course that prepares registered nurses to teach in academic and clinical settings, including staff development. Includes instruction in advanced nursing practice, nursing role development, curriculum and instruction, program and course design, clinical instruction, and evaluation of learning."
51.3818,Nursing Practice.,"A practice-focused course that prepares registered nurses for increasingly complex evidence-based nursing practice, including translating research into practice, evaluating evidence, applying research in decision-making, and implementing viable clinical innovations to change practice. Includes instruction in healthcare delivery systems, health economics and finance, health policy, research methods, translating evidence into practice, concepts in population health, and nursing leadership."
51.3819,Palliative Care Nursing.,"A course that prepares registered nurses to provide a combination of active and compassionate therapies intended to comfort and support patients and their families who are living with life-threatening illness. Includes instruction in pathophysiology, palliative care processes, pain management, pharmacology, loss, grief, death and bereavement."
51.3820,Clinical Nurse Leader.,"A course that prepares registered nurses for careers as clinical nurse leaders in which they work as part of an interdisciplinary team who provides direct medical care for patients based on evidence-based practice and research. Includes instruction in pharmacology, pathophysiology, epidemiology, research in nursing methods, advanced health assessment, statistics, and clinical practice management."
51.3821,Geriatric Nurse/Nursing.,"A course that prepares registered nurses to provide health care to aging and elderly patients. Includes instruction in geriatric primary care, geriatric diagnosis, mental health and aging, primary care management, geriatric acute and chronic illness, advanced nursing practices for geriatric patients, evidence-based nursing practice, advanced physiology, pathophysiology, pharmacology, and pharmacotherapeutics."
51.3822,WomenÕs Health Nurse/Nursing.,"A course that prepares registered nurses to provide health care specific to women. Includes instruction in the wellness and care of women, gynecology, obstetrics, advanced nursing practices for women, evidence-based nursing practice, advanced physiology and pathophysiology, advanced pharmacology, and pharmacotherapeutics."
51.3896,Life-cycle nursing.,Any nursing course dealing with the topic of life-cycle nursing.
51.3898,Cardiovascular nursing.,Any nursing course dealing with the topic of cardiovascular nursing.
51.3899,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing, Other.","Any course in registered nursing, nursing administration, nursing research, and clinical nursing not listed above."
51.3901,Licensed Practical/Vocational Nurse Training.,"A course that prepares individuals to assist in providing general nursing care under the direction of a registered nurse, physician or dentist. Includes instruction in taking patient vital signs, applying sterile dressings, patient health education and assistance with examinations and treatment."
51.3902,Nurse/Nursing Assistant/Aide and Patient Care Assistant.,"A course that prepares individuals to perform routine nursing-related services to patients in hospitals or long-term care facilities, under the training and supervision of a registered nurse or licensed practical nurse."
51.3999,"Practical Nursing, Vocational Nursing and Nursing Assistants, Other.","Any course in practical nursing, vocational nursing, and nursing assistants not listed above."
51.9996,Jurisprudence for health professions.,Any health professions and related clinical sciences course dealing with topics of jurisprudence for health professions. Note: this is code is not intended for course in health care law taken in law schools.
51.9997,"Basic (unspecified or other) clinical health sciences, clinical skills, clinical lab, clinical methods, clinical science general, and/or clinical correlations.","Any health professions and related clinical sciences course that deals with topics of basic other clinical health sciences, clinical skills, clinical lab, clinical methods, clinical science general, and/or clinical correlations."
51.9998,Allied health externships/Co-op.,Any health professions and related clinical sciences course that deals with topics of allied health externships/Co-op.
51.9999,"Health Professions and Related Clinical Sciences, Other.",Any course in the health professions and related clinical sciences not listed above.
52.0101,"Business/Commerce, General.","A course that focuses on the general study of business, including the processes of interchanging goods and services (buying, selling and producing), business organization, and accounting as used in profit-making and nonprofit public and private institutions and agencies. The programs may prepare individuals to apply business principles and techniques in various occupational settings. Also business fundamentals, business foundations, introduction to business, business policy, business problems, business strategy and/or business policy."
52.0196,"Business and society, the social responsibility of business, the environmental responsibility of business and/or business and government.","Any general business/commerce course that deals with the topics of business and society, the social responsibility of business, the environmental responsibility of business and/or business and government."
52.0197,"Business law, the legal environment for business, law and business and/or business transactions and the law.","Any general business/commerce course that deals with the topics of business law, the legal environment for business, law and business and/or business transactions and the law."
52.0198,American Business System.,Any general business/commerce course that deals with the topic of the American Business System.
52.0201,"Business Administration and Management, General.","A course that generally prepares individuals to plan, organize, direct, and control the functions and processes of a firm or organization. Includes instruction in management theory, human resources management and behavior, accounting and other quantitative methods, purchasing and logistics, organization and production, marketing, and business decision-making. Also fundamentals of management, survey of management and/or management concepts. Examples include general management; business administration."
52.0202,"Purchasing, Procurement/Acquisitions and Contracts Management.","A course that prepares individuals to manage and/or administer the processes by which a firm or organization contracts for goods and services to support its operations, as well as contracts it to sell to other firms or organizations. Includes instruction in contract law, negotiations, buying procedures, government contracting, cost and price analysis, vendor relations, contract administration, auditing and inspection, relations with other firm departments, and applications to special areas such as high-technology systems, international purchasing, and construction. Examples include purchasing management; contracts management; acquisition/procurement management."
52.0203,"Logistics Materials, and Supply Chain Management.","A course that prepares individuals to manage and coordinate all logistical functions in an enterprise, ranging from acquisitions to receiving and handling, through internal allocation of resources to operations units, to the handling and delivery of output. Includes instruction in acquisitions and purchasing, inventory control, storage and handling, just-in-time manufacturing, logistics planning, shipping and delivery management, transportation, quality control, resource estimation and allocation, and budgeting. Examples include logistics management; materials management; acquisition logistics; supply management."
52.0204,Office Management and Supervision.,"A course that prepares individuals to supervise and manage the operations and personnel of business offices and management-level divisions. Includes instruction in employee supervision, management, and labor relations; budgeting; scheduling and coordination; office systems operation and maintenance; office records management, organization, and security; office facilities design and space management; preparation and evaluation of business management data; and public relations. Also supervisory training and/or front-office."
